type,id,lon,lat
Open space,1,-71.41399338641033,42.50239963602143
Open space,2,-71.45658192481154,42.45978126825239
Open space,3,-71.45596278869019,42.4750951536344
Open space,4,-71.45935864898829,42.47538637021269
Open space,5,-71.41057074421298,42.50841770782288
Open space,6,-71.45802701253815,42.48113401126492
Open space,7,-71.40608558274603,42.512993091737144
Open space,8,-71.4736789349807,42.479076776611386
Open space,9,-71.45299086291027,42.470736280426514
Open space,10,-71.439128867676,42.50043801487016
Open space,11,-71.40710411393069,42.50141327998522
Open space,12,-71.45382027830459,42.48100808064339
Open space,13,-71.45305771454385,42.480974141972254
Open space,14,-71.4534456759532,42.48105955660714
Open space,15,-71.42007488326831,42.522307529938345
Open space,16,-71.41505648082773,42.50352409312232
Open space,17,-71.44506021215491,42.45625708060393
Open space,18,-71.41226151636835,42.51506881192571
Open space,19,-71.45885521413449,42.48121282955633
Open space,20,-71.4706609537518,42.48187335250458
Open space,21,-71.41483204203578,42.519136123389146
Open space,22,-71.471368244847,42.47919178365094
Open space,23,-71.4207421190778,42.498826414761616
Open space,24,-71.40690208348113,42.51049485824754
Open space,25,-71.41353533569735,42.51565477310738
Open space,26,-71.44324602685046,42.45324195973827
Open space,27,-71.45771660098427,42.48111789271844
Open space,28,-71.44674005960935,42.46205399831668
Open space,29,-71.48565186718746,42.48209977719508
Open space,30,-71.4830526753709,42.48116308323249
Open space,31,-71.48333063208311,42.48029113749608
Open space,32,-71.4123941186794,42.52049322767176
Open space,33,-71.39619331866591,42.50162337155083
Open space,34,-71.43116270763774,42.47990145932083
Open space,35,-71.43554753239562,42.48184969606219
Open space,36,-71.43189673027555,42.48198349490721
Open space,37,-71.43484243067743,42.482038053038266
Open space,38,-71.43580258435328,42.481930576129834
Open space,39,-71.47152832252758,42.46019209682717
Open space,40,-71.47365665967916,42.45909976158695
Open space,41,-71.47363243882785,42.459436254280504
Open space,42,-71.47310683311375,42.462217228124665
Open space,43,-71.46061805589792,42.463312056165066
Open space,44,-71.45952784266726,42.46424035233993
Open space,45,-71.45958075193923,42.46456710988719
Open space,46,-71.44445942493402,42.454608214222056
Open space,47,-71.44601335955724,42.46196243795222
Open space,48,-71.45068867493663,42.462338164866466
Open space,49,-71.45114946848784,42.46228309859074
Open space,50,-71.45268908783277,42.465927356418646
Open space,51,-71.45205488864579,42.467060958052926
Open space,52,-71.44317593116293,42.46715403481889
Open space,53,-71.45165193547504,42.467795309527666
Open space,54,-71.45160077517264,42.468204936343476
Open space,55,-71.45358930610776,42.4696102224012
Open space,56,-71.41899311630054,42.50206551967446
Open space,57,-71.44206681285512,42.50240288337479
Open space,58,-71.46941465540455,42.49876919064485
Open space,59,-71.40141264967654,42.48637737070936
Open space,60,-71.39805427699498,42.48798755705771
Open space,61,-71.42136502765919,42.47134170117226
Open space,62,-71.42135911836303,42.471410675582675
Open space,63,-71.4116775983573,42.4728954684103
Open space,64,-71.41610602480922,42.51806648344283
Open space,65,-71.41544760710937,42.518973754534066
Open space,66,-71.42094581625713,42.51793196428482
Open space,67,-71.41558336147382,42.51937399188846
Open space,68,-71.41524314241884,42.520308106485324
Open space,69,-71.42056598311086,42.517919779851844
Open space,70,-71.44179859473935,42.502331064422776
Open space,71,-71.43826844653373,42.50887383103898
Open space,72,-71.43563259736021,42.50834288229973
Open space,73,-71.41487179658543,42.50428147579435
Open space,74,-71.40497305686806,42.50980667357853
Open space,75,-71.4046902370237,42.50966839730416
Open space,76,-71.40461776099696,42.5120971744507
Open space,77,-71.40245286465654,42.513697198469146
Open space,78,-71.40537367686363,42.51349552838704
Open space,79,-71.38695472417193,42.5017618426619
