tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""25001010100""","""Barnstable Town, MA""",5,2962,1782,6189.46,44,52,52,24,31,29,20,21,24,6.74,10.51,1.7,2,2,19219,16589,20954,2,2,3,12590,10818,12696,9678,8322,9486,2750,2373,2997,161,123,213,19,15,25,5.8,2.8,3.03,0.29,3145,33,3473,84,16,77,2004,1291,984,983,65,35
"""25001010206""","""Barnstable Town, MA""",3,3109,1548,12667.27,53,62,62,30,37,35,23,25,27,8.75,1.23,1.96,2,2,23010,20546,24664,1,1,1,14533,12674,14574,11162,9670,10960,3293,2939,3528,78,65,86,9,8,10,2.2,3.6,0.5,0.12,2073,89,2016,81,30,65,1840,1574,1698,754,83,17
"""25001010208""","""Barnstable Town, MA""",3,1644,820,13409.7,42,50,50,25,31,29,23,26,28,8.98,0.63,2,2,2,23178,20723,24827,1,1,1,14841,12981,14861,11436,9943,11210,3317,2964,3551,88,73,99,10,9,12,2,3.3,0.32,0.06,1770,92,1851,81,41,56,1895,1307,1354,328,82,18
"""25001010304""","""Barnstable Town, MA""",3,1975,961,4533.31,57,67,67,34,43,40,23,25,27,9.1,2.02,1.92,2,2,22853,20442,24474,1,1,1,14282,12418,14351,10937,9431,10766,3270,2924,3501,74,62,84,9,7,10,2.2,4.9,0.53,0.21,2694,96,2444,81,25,92,1799,1806,1916,773,83,17
"""25001010306""","""Barnstable Town, MA""",3,2948,1330,4400.15,52,61,61,29,37,35,23,24,27,9.47,3.74,1.91,2,2,22742,20296,24382,1,1,1,14253,12381,14328,10915,9408,10747,3255,2903,3488,84,70,93,10,8,11,2.2,4,0.57,0.3,2883,93,2398,82,22,105,1241,1554,1605,864,84,16
"""25001010400""","""Barnstable Town, MA""",4,3020,1529,3832.27,59,70,69,38,47,44,21,23,25,6.34,3.98,1.77,2,2,21237,18710,22919,2,1,2,13255,11438,13356,10094,8665,9931,3039,2676,3279,122,97,147,14,11,17,3,5.9,0.99,0.4,3632,65,4208,83,18,118,1374,1995,2100,323,74,26
"""25001010500""","""Barnstable Town, MA""",3,2839,1352,5212.72,68,82,80,46,58,54,22,24,26,8.29,3.14,1.87,2,2,22489,19987,24158,0,0,1,13933,12107,13994,10685,9228,10494,3218,2859,3456,30,20,44,4,2,5,2.1,5.7,0.8,0.26,3368,88,3432,82,20,112,2025,2434,2781,205,83,17
"""25001010600""","""Barnstable Town, MA""",4,3419,1538,3634.01,57,67,67,34,43,40,22,24,26,8.96,5.53,1.91,2,2,22614,20117,24265,0,0,0,14153,12327,14187,10898,9440,10687,3236,2878,3471,19,9,29,2,1,3,2.9,2.5,0.94,0.42,3277,87,3524,84,16,125,2167,1809,1844,358,81,19
"""25001010700""","""Barnstable Town, MA""",4,2707,1278,6689.1,58,69,68,35,44,41,23,25,27,9.26,2.37,1.95,2,2,22779,20264,24446,0,0,0,14437,12591,14467,11157,9684,10938,3260,2899,3497,20,8,32,2,1,4,2.9,2.6,0.56,0.19,3164,89,2938,83,21,101,1869,1856,1990,687,83,17
"""25001010800""","""Barnstable Town, MA""",5,5114,2257,6988.5,66,79,77,43,54,51,23,25,27,9.16,3.48,1.91,2,2,22953,20450,24620,1,0,1,14250,12419,14284,10920,9459,10710,3285,2925,3522,46,34,52,5,4,6,2.3,4.6,1.35,0.32,3631,91,3058,82,27,89,1393,2285,2289,186,83,17
"""25001010900""","""Barnstable Town, MA""",4,4750,2015,7656.87,54,64,64,32,41,38,22,24,26,9.18,2.67,1.86,2,2,22100,19445,23857,1,1,1,13815,12007,13858,10597,9184,10376,3163,2782,3413,55,41,69,6,5,8,3.3,4.5,0.88,0.26,3575,68,3203,82,27,71,1349,1710,1849,965,80,20
"""25001011002""","""Barnstable Town, MA""",4,4258,1800,5300.69,56,67,66,34,43,40,22,24,26,9.04,3.13,1.86,2,2,21987,19484,23653,1,1,1,13810,11968,13885,10597,9132,10421,3147,2787,3384,66,49,80,8,6,10,3.3,4.9,0.71,0.34,4317,80,3710,83,19,100,1229,1807,2012,1064,81,19
"""25001011100""","""Barnstable Town, MA""",4,4560,1957,4748.53,55,66,65,33,41,39,22,24,27,9.69,4.23,1.91,2,2,22681,20227,24319,1,1,1,14224,12333,14319,10920,9396,10768,3246,2894,3479,58,44,72,7,5,9,2.1,4,0.83,0.41,3723,96,3066,82,21,112,1264,1739,1809,778,86,14
"""25001011200""","""Barnstable Town, MA""",4,3379,1673,3316.85,55,65,65,33,41,39,22,24,26,8.19,4.54,1.86,2,2,21871,19407,23514,2,1,2,13844,11993,13928,10598,9123,10430,3130,2776,3364,116,94,135,14,11,16,3.1,4.5,0.97,0.5,3919,87,3256,82,12,146,911,1736,1874,548,83,17
"""25001011300""","""Barnstable Town, MA""",3,2919,1337,3219.38,60,71,70,37,46,43,23,25,27,8.76,4.23,1.95,2,2,22777,20055,24560,0,0,0,14401,12554,14431,11141,9685,10911,3259,2869,3513,0,0,7,0,0,1,2.7,2.6,0.78,0.42,4770,85,3656,84,18,113,1264,1941,2001,261,91,9
"""25001011400""","""Barnstable Town, MA""",4,3065,1501,3768.44,54,64,64,32,40,37,22,24,26,8.84,4.86,1.92,2,2,22602,19869,24397,0,0,0,14207,12376,14237,10965,9534,10728,3234,2842,3490,8,0,19,1,0,2,2.5,3.1,1.45,0.4,4525,78,3409,83,22,95,1307,1667,1742,489,87,13
"""25001011500""","""Barnstable Town, MA""",5,3837,1832,2759.64,39,45,46,21,26,24,21,23,25,8.5,7.06,1.82,2,2,21591,19283,23125,0,0,1,13487,11731,13518,10368,8947,10168,3090,2758,3308,29,26,42,3,3,5,4,4.1,1.22,0.66,5326,87,4839,84,11,164,836,1091,904,669,71,29
"""25001011600""","""Barnstable Town, MA""",3,2377,1252,1565.35,43,50,50,22,28,26,21,22,24,7.7,7.37,1.76,2,2,20553,18107,22180,1,1,1,13041,11251,13131,10021,8605,9850,2941,2590,3173,79,56,108,9,7,13,4.9,4.9,1.81,0.8,4925,67,4102,83,8,240,788,1165,997,764,73,27
"""25001011700""","""Barnstable Town, MA""",3,1865,887,1813.73,49,58,58,28,34,32,22,23,25,8.67,4.36,1.85,2,2,21531,19150,23114,0,0,1,13663,11846,13730,10548,9086,10369,3081,2739,3306,34,20,54,4,2,6,3.8,4.6,1.04,0.49,5211,90,4564,84,9,176,1076,1451,1001,841,79,21
"""25001011801""","""Barnstable Town, MA""",2,2298,1292,2262.92,56,67,66,35,44,41,21,23,25,6.77,4.62,1.83,2,2,21208,18225,23152,0,0,1,13494,11654,13583,10443,9046,10224,3035,2607,3312,16,0,47,2,0,6,3.8,3.9,4.18,0.57,5399,53,4284,84,14,110,1124,1852,1954,1185,89,11
"""25001011802""","""Barnstable Town, MA""",4,4062,1728,3411.99,57,68,67,35,44,41,22,24,26,9.86,6.14,1.91,2,2,22517,19838,24272,0,0,0,14099,12260,14143,10877,9423,10667,3222,2838,3472,0,0,4,0,0,1,2.6,4.5,1.17,0.51,6069,89,5375,84,15,102,1115,1838,1863,795,91,9
"""25001012001""","""Barnstable Town, MA""",4,6063,2795,2552.67,51,61,60,30,38,35,21,23,25,8.72,11.04,1.82,2,2,21441,18930,23094,0,0,1,13466,11638,13551,10382,8930,10211,3068,2708,3304,16,0,37,2,0,4,4.2,4.5,1.68,1.09,7067,82,6386,85,9,176,858,1583,1638,933,82,18
"""25001012002""","""Barnstable Town, MA""",3,2861,1376,1426.21,46,55,55,26,33,31,20,22,24,7.99,8.73,1.71,2,2,20033,18095,21346,1,2,2,12730,11068,12749,9756,8368,9577,2867,2589,3054,106,112,118,13,13,14,6.2,4.9,1.81,0.96,6178,79,5518,84,6,264,735,1388,1980,759,52,48
"""25001012101""","""Barnstable Town, MA""",5,5470,2324,3384.16,50,59,59,29,36,34,21,23,25,9.54,7.74,1.8,2,2,21540,19032,23191,0,0,0,13394,11622,13436,10294,8888,10091,3083,2723,3317,17,12,27,2,1,3,4.2,5.7,1.76,0.69,6575,78,6990,85,14,122,948,1509,1206,659,77,23
"""25001012102""","""Barnstable Town, MA""",4,2827,1360,2417.01,46,54,55,26,32,30,20,22,24,8.11,5.9,1.73,2,2,20614,18127,22258,1,1,2,12948,11162,13038,9895,8490,9726,2950,2593,3184,103,79,128,12,9,15,4.9,6.7,16.59,0.56,5878,69,8442,84,9,181,1061,1365,1478,698,75,25
"""25001012200""","""Barnstable Town, MA""",4,5094,2084,11725.02,65,78,77,43,53,50,23,25,27,7.95,2.01,1.93,2,2,22587,20065,24261,0,0,1,14300,12449,14348,11047,9572,10841,3232,2870,3471,21,7,36,2,1,4,2.1,5.2,0.45,0.18,4350,91,5159,84,38,40,2440,2243,2361,538,85,15
"""25001012502""","""Barnstable Town, MA""",4,3135,1594,1473.6,46,54,54,26,33,31,19,21,23,7.69,11.68,1.59,1,2,19147,16929,20628,3,3,4,12079,10400,12159,9104,7758,8949,2740,2422,2951,234,220,259,28,26,31,5.9,8,2.45,1.08,7508,58,10558,85,7,241,896,1396,1330,1076,58,42
"""25001012601""","""Barnstable Town, MA""",2,3770,1296,856.81,48,57,57,28,35,32,20,22,24,10.07,15.55,1.72,2,2,20870,18566,22396,1,1,1,12902,11122,13001,9847,8413,9707,2987,2656,3204,68,53,90,8,6,11,4.6,7.3,2.24,1.51,8385,84,12048,86,10,219,824,1459,1647,1003,71,29
"""25001012602""","""Barnstable Town, MA""",4,4546,1907,823.24,45,53,53,26,33,31,19,21,23,8.38,21.85,1.62,1,2,19975,17921,21347,2,2,2,12222,10538,12299,9238,7853,9104,2859,2564,3054,125,121,141,15,14,17,6.2,8,28.22,2.32,9166,76,15155,86,9,257,841,1371,1614,1153,55,45
"""25001012700""","""Barnstable Town, MA""",4,4119,1965,2373.92,52,62,61,31,39,37,21,22,24,6.9,6.18,1.75,2,2,21103,18802,22641,1,1,2,13125,11355,13197,10007,8578,9848,3020,2690,3239,98,88,110,12,10,13,4.6,6.7,1.53,0.83,6876,83,6031,84,11,189,949,1656,1703,1098,72,28
"""25001012800""","""Barnstable Town, MA""",3,3893,1701,1929.33,61,72,71,39,49,46,22,23,26,9.03,7.98,1.85,2,2,21654,19120,23333,0,0,1,13661,11772,13798,10535,9024,10406,3099,2735,3338,27,14,54,3,2,6,2.6,6,1.53,0.88,6776,92,6605,84,15,140,1350,2051,2098,428,90,10
"""25001012900""","""Barnstable Town, MA""",3,4076,1671,1505.87,54,64,63,32,40,37,22,24,26,9.93,11.8,1.88,2,2,22398,19811,24104,0,0,0,13964,12100,14046,10736,9255,10562,3205,2834,3448,22,11,36,3,1,4,2.2,5.1,1.34,1.11,7231,97,4985,84,15,153,1063,1673,1676,941,91,9
"""25001013002""","""Barnstable Town, MA""",4,3096,1454,3837.24,71,85,83,49,61,57,22,24,26,8.29,4.54,1.88,2,2,22269,19828,23887,0,0,1,13936,12136,13964,10718,9280,10506,3187,2836,3417,30,20,41,4,2,5,3.1,4.4,0.69,0.38,5417,89,4527,84,18,95,1668,2559,2669,957,78,22
"""25001013100""","""Barnstable Town, MA""",4,5227,2207,5660.73,60,71,71,37,46,43,23,25,27,10.38,5.89,1.96,2,2,22995,20363,24730,0,0,0,14518,12633,14572,11208,9714,11005,3291,2913,3538,19,6,29,2,1,3,1.8,3.5,0.7,0.39,5589,97,3842,84,27,64,1650,1952,1952,,92,8
"""25001013200""","""Barnstable Town, MA""",3,4774,2109,4824.82,61,73,72,39,48,45,23,25,27,9.37,4.31,1.96,2,2,22742,20134,24466,0,0,1,14446,12544,14522,11164,9649,10983,3254,2880,3500,28,15,39,3,2,5,1.6,4,0.76,0.44,5357,99,3962,83,19,82,1259,2031,2043,844,94,6
"""25001013300""","""Barnstable Town, MA""",3,3277,1425,3144.6,56,66,66,34,42,39,22,24,26,9.28,4.97,1.91,2,2,22430,19982,24037,0,0,0,14094,12274,14126,10884,9416,10682,3210,2858,3439,0,0,5,0,0,1,3.7,1.4,1.33,0.45,4266,84,4864,86,14,102,1093,1766,2005,754,75,25
"""25001013400""","""Barnstable Town, MA""",4,4000,1558,5341.26,65,78,77,42,53,49,23,25,27,10.37,3.13,1.99,2,2,23319,20634,25083,0,0,0,14692,12835,14707,11355,9884,11119,3337,2952,3588,0,0,0,0,0,0,2,3,0.55,0.29,4016,92,3706,84,27,68,1489,2216,2277,386,91,9
"""25001013500""","""Barnstable Town, MA""",4,6649,2454,5838.36,59,69,69,36,45,42,23,25,27,10.87,5.48,1.95,2,2,22983,20387,24701,0,0,1,14465,12565,14535,11140,9631,10956,3289,2916,3533,36,18,46,4,2,5,1.6,3.9,0.95,0.42,4947,94,3776,83,33,68,1555,1882,1926,908,90,10
"""25001013600""","""Barnstable Town, MA""",3,6599,2116,4616.34,59,70,69,37,46,43,22,24,26,11.62,6.61,1.89,2,2,22774,20272,24431,0,0,0,14094,12278,14128,10814,9362,10605,3259,2900,3495,21,15,29,2,2,3,3.1,4.2,1.01,0.46,4612,90,4126,83,21,84,1160,1943,2010,658,82,18
"""25001013700""","""Barnstable Town, MA""",4,4306,1795,3388.54,53,63,62,31,39,37,22,24,26,9.08,9.41,1.85,2,2,21520,19190,23059,1,1,1,13708,11911,13756,10577,9123,10390,3080,2745,3299,50,43,68,6,5,8,4.3,1.8,1.23,0.53,4806,82,5030,86,13,106,1260,1653,1959,813,71,29
"""25001013800""","""Barnstable Town, MA""",3,5001,2036,3101.7,57,67,67,35,43,41,22,24,26,9.92,6.76,1.88,2,2,22270,19789,23908,0,0,1,13924,12097,13977,10707,9251,10511,3187,2831,3420,30,15,46,4,2,5,3.3,3.4,1.62,0.66,4476,85,4567,84,18,103,1348,1829,1950,633,79,21
"""25001013900""","""Barnstable Town, MA""",4,5396,2247,3875.36,59,70,69,37,46,43,22,24,26,9.65,6.76,1.88,2,2,21829,19104,23610,0,0,1,13886,12003,13986,10740,9267,10560,3124,2733,3377,22,3,49,3,0,6,3.6,2.7,1.63,0.58,5145,74,5238,85,13,114,1235,1953,2017,238,87,13
"""25001014002""","""Barnstable Town, MA""",4,4173,1977,4805.5,59,70,69,37,46,43,22,24,26,9.18,4.6,1.87,2,2,22177,19698,23815,0,0,1,13905,12078,13955,10695,9240,10499,3174,2818,3407,36,20,49,4,2,6,3.2,3.4,1.11,0.41,4321,82,4310,84,17,97,1380,1930,2123,963,77,23
"""25001014100""","""Barnstable Town, MA""",1,869,237,20324.05,37,44,44,19,24,22,18,20,21,8.32,0.1,1.54,1,2,18917,17239,20079,1,1,1,11589,10240,11416,8801,7668,8476,2707,2466,2872,81,106,68,10,12,8,7.9,3.5,0.88,0.01,3392,30,3466,83,44,27,1554,1009,,1009,1,99
"""25001014300""","""Barnstable Town, MA""",5,4371,1827,3927.71,61,73,72,39,48,45,23,25,27,9.48,4.66,1.93,2,2,22693,20138,24375,0,0,0,14287,12446,14321,11030,9561,10818,3247,2881,3487,10,5,16,1,1,2,2.8,2.5,0.79,0.47,4140,90,3878,84,15,113,1259,2039,2158,1166,85,15
"""25001014402""","""Barnstable Town, MA""",3,6642,2503,10143.81,55,65,64,31,39,37,23,26,27,10.92,4,2.01,2,2,23234,20608,24961,0,0,0,14780,12919,14798,11454,9971,11220,3325,2948,3571,1,0,8,0,0,1,1.5,2.6,0.63,0.25,4956,94,4063,84,41,45,1701,1656,1686,1315,88,12
"""25001014500""","""Barnstable Town, MA""",3,5717,2103,4285.54,51,60,60,29,36,33,22,24,26,10.07,5.63,1.9,2,2,22262,19850,23869,1,1,1,14106,12261,14163,10868,9384,10682,3186,2840,3415,52,37,67,6,4,8,2.4,3.9,1.05,0.49,4907,95,3494,83,21,70,1435,1503,1223,711,81,19
"""25001014600""","""Barnstable Town, MA""",4,4143,1826,3056.2,53,62,62,31,38,36,22,24,26,9.3,5.72,1.89,2,2,22251,19832,23861,1,0,1,14004,12177,14052,10773,9310,10578,3184,2837,3413,47,30,61,6,4,7,2.9,4.1,1.06,0.6,5608,92,3865,83,25,98,1295,1609,1687,1221,79,21
"""25001014700""","""Barnstable Town, MA""",3,3590,1791,1551.97,51,60,60,30,37,35,21,23,25,8.53,10,1.82,2,2,21532,19094,23145,1,1,1,13516,11697,13600,10383,8927,10216,3081,2731,3311,52,39,72,6,5,9,3.9,4.5,1.43,1.15,6020,83,5579,85,13,141,1220,1556,1675,1110,78,22
"""25001014800""","""Barnstable Town, MA""",4,3353,1795,1304.41,46,55,54,27,34,32,19,21,23,6.5,9.44,1.62,1,2,19385,17196,20839,2,2,2,12149,10505,12187,9244,7929,9047,2774,2460,2981,131,116,158,15,14,19,6.7,6.3,2.52,1.38,5926,56,9064,85,7,264,693,1429,1373,633,50,50
"""25001014900""","""Barnstable Town, MA""",4,3734,1793,3932.7,58,70,69,38,47,44,21,23,25,8.14,4.42,1.76,2,2,21314,18869,22933,1,1,1,13153,11401,13209,10046,8662,9845,3050,2699,3281,57,39,83,7,5,10,3.9,6.8,0.86,0.46,4300,71,7215,84,22,105,1379,1986,2512,1152,70,30
"""25001015001""","""Barnstable Town, MA""",2,4645,1676,2536.57,52,62,61,30,38,35,22,24,26,10.5,7.58,1.9,2,2,22724,20072,24469,0,0,0,14092,12274,14123,10834,9402,10608,3252,2871,3500,6,0,15,1,0,2,3,4,1.15,0.66,4921,84,4002,84,21,93,1336,1584,1623,1352,86,14
"""25001015002""","""Barnstable Town, MA""",2,3367,1583,3491.48,55,65,65,34,42,39,21,23,25,8.25,4.41,1.83,2,2,21579,18822,23390,1,0,1,13596,11739,13687,10456,9028,10262,3088,2692,3346,52,18,79,6,2,9,3.9,4.5,1.84,0.45,5331,61,4779,84,24,66,1398,1768,1889,1198,83,17
"""25001015100""","""Barnstable Town, MA""",2,3771,1546,4117.63,58,69,68,36,45,42,22,24,26,9.75,3.83,1.88,2,2,22098,19314,23925,1,0,1,13922,12061,13997,10715,9273,10511,3162,2763,3422,44,25,63,5,3,7,3.3,4.3,1.33,0.38,5124,68,4691,84,24,66,1270,1886,1936,549,88,12
"""25001015200""","""Barnstable Town, MA""",2,2244,1102,3758.32,62,74,73,39,49,46,23,24,27,8.87,2.61,1.92,2,2,22786,20134,24547,0,0,1,14234,12368,14285,10940,9483,10728,3261,2880,3511,33,5,45,4,1,5,2,5.8,0.73,0.29,3773,93,2991,81,17,80,1379,2074,2110,685,93,7
"""25001015300""","""Barnstable Town, MA""",3,2861,1515,3264.43,33,38,39,17,21,20,16,18,19,5.97,11.54,1.36,1,1,15502,13565,16805,5,5,6,10362,8894,10403,7748,6576,7553,2218,1940,2404,395,377,446,47,44,53,8.2,8.1,3.78,0.46,8014,17,15843,86,6,148,828,879,864,834,18,82
"""25003900100""","""Pittsfield, MA""",4,3092,1785,312.4,32,36,31,14,18,13,17,18,17,3.81,21.98,1.23,1,1,13435,11732,14804,6,5,6,8688,7338,9359,6683,5581,7148,1922,1679,2118,83,79,93,49,47,56,9.3,8.9,16.47,5.71,13343,7,18439,86,3,447,501,604,224,600,8,92
"""25003900200""","""Pittsfield, MA""",6,4076,1935,330.81,38,45,37,20,25,18,19,20,19,5,29.55,1.3,1,1,15388,13443,16908,4,4,5,9345,7943,10036,7083,5962,7548,2201,1924,2419,61,58,70,37,34,41,9,8.7,7.94,5.85,13275,14,18175,86,5,368,626,822,846,765,20,80
"""25003900300""","""Pittsfield, MA""",3,2655,1142,678.93,52,60,50,28,35,26,24,25,23,8.49,14.61,1.64,1,2,19934,17378,21844,1,1,2,11782,10079,12664,8912,7579,9515,2852,2487,3125,18,13,24,11,8,14,4.8,8.1,3.44,1.68,11824,61,14960,86,14,142,908,1174,1268,873,79,21
"""25003900400""","""Pittsfield, MA""",5,5143,2268,3152.94,50,58,48,26,33,24,24,26,24,8.37,9.81,1.67,2,2,20221,17788,22053,1,1,1,11973,10329,12790,9065,7771,9616,2893,2545,3155,16,13,19,9,8,12,3.9,6.5,1.86,0.72,8153,58,9200,85,26,99,1159,1083,1158,286,68,32
"""25003900500""","""Pittsfield, MA""",2,3288,1302,6974.75,64,75,61,37,47,35,26,29,26,9.7,3.82,1.83,2,2,21988,19437,23896,1,0,1,13129,11394,13993,9975,8608,10561,3145,2781,3418,9,5,14,5,3,8,2.1,6.2,1.18,0.19,6178,78,7265,84,57,22,2226,1552,1682,928,83,17
"""25003900600""","""Pittsfield, MA""",5,3725,1607,522.99,42,49,40,22,27,20,20,21,20,6.61,21.74,1.39,1,1,16741,14631,18366,3,3,3,9999,8509,10750,7564,6379,8075,2395,2094,2627,40,37,48,24,22,28,7.7,8.8,5.83,3.07,12150,29,17149,86,6,223,762,912,855,823,39,61
"""25003900700""","""Pittsfield, MA""",4,2838,1227,1777.81,55,64,52,30,38,28,25,26,24,8.75,7.5,1.71,2,2,20819,18262,22730,1,1,1,12285,10578,13151,9293,7956,9879,2978,2613,3252,14,9,20,8,5,12,4.7,6.4,1.35,0.69,6988,67,8624,85,18,80,1210,1260,1359,528,80,20
"""25003900800""","""Pittsfield, MA""",5,4948,2028,6371.19,41,48,39,24,30,22,26,28,26,9.91,13.28,1.79,2,2,21841,19302,23742,1,0,1,12875,11110,13777,9742,8342,10369,3124,2762,3396,8,5,12,5,3,7,1.6,7.3,1.04,0.32,7854,88,9094,85,38,34,1822,984,1007,348,90,10
"""25003900900""","""Pittsfield, MA""",5,5358,2229,1014.01,52,61,49,30,37,28,22,23,21,8.08,27.46,1.49,1,2,18350,16068,20085,2,2,2,10777,9212,11567,8125,6890,8661,2625,2299,2873,27,23,33,16,14,19,5,8.6,3.53,2.2,11420,47,15475,86,9,155,1042,1247,1512,706,54,46
"""25003901100""","""Pittsfield, MA""",4,3670,1616,1949.52,53,62,51,28,35,26,25,27,25,8.44,13.58,1.72,2,2,20821,18413,22636,1,1,1,12360,10634,13247,9372,7992,9994,2979,2635,3238,10,8,15,6,5,9,5,5.1,3.23,0.83,8017,73,11654,87,23,79,1092,1181,1355,437,77,23
"""25003911100""","""Pittsfield, MA""",3,3027,1163,18458.05,60,70,57,32,40,29,28,31,28,10.6,1.57,1.98,2,2,23059,20481,24987,0,0,0,14061,12267,14942,10760,9335,11364,3299,2931,3574,2,1,4,1,1,2,0.9,3.4,0.29,0.06,3833,85,4183,84,85,17,2209,1321,1358,366,90,10
"""25003912100""","""Pittsfield, MA""",7,6709,2792,13940.78,60,70,57,34,42,31,26,28,26,6.87,4.61,1.81,2,2,21571,19061,23454,1,0,1,12942,11231,13787,9849,8497,10421,3086,2728,3355,7,6,11,4,4,6,1.7,4.2,0.99,0.2,5085,67,5713,85,70,25,1965,1409,1560,385,78,22
"""25003913100""","""Pittsfield, MA""",7,5026,2450,13580.49,61,72,58,36,44,33,25,27,25,7.42,4.02,1.73,2,2,21109,18771,22883,1,1,1,12472,10817,13289,9441,8121,10000,3020,2686,3273,12,10,15,7,6,9,3.4,4,1.19,0.18,4110,56,5259,85,48,31,2018,1480,1568,526,62,38
"""25003914100""","""Pittsfield, MA""",6,5878,2429,16735.44,55,65,52,31,39,29,26,29,26,9.67,4.21,1.83,2,2,21797,19352,23636,1,0,1,13095,11401,13916,9969,8626,10525,3118,2769,3381,7,6,10,4,4,6,2,2.7,1.15,0.15,4014,66,5160,85,34,30,1648,1297,1424,403,71,29
"""25003920101""","""Pittsfield, MA""",4,4365,1380,8806.57,62,73,59,35,44,33,26,28,26,8.93,3.62,1.82,2,2,22142,19631,24026,1,1,1,13074,11346,13933,9896,8529,10482,3167,2809,3437,11,8,14,6,5,8,2.4,3.9,0.88,0.16,3449,66,4614,84,58,26,1993,1472,1670,871,77,23
"""25003920102""","""Pittsfield, MA""",3,3240,895,21119.73,73,87,69,46,57,43,27,29,27,9.03,2.24,1.89,2,2,22483,20079,24299,0,0,0,13486,11778,14314,10266,8901,10831,3216,2873,3476,4,3,7,3,2,4,0.7,3.4,0.15,0.04,3283,73,4342,84,138,11,2715,1915,2211,646,73,27
"""25003921300""","""Pittsfield, MA""",4,4777,2043,2963.09,44,52,43,22,28,21,22,24,22,7.27,14.21,1.55,1,2,18891,16726,20555,2,2,3,11165,9640,11909,8432,7219,8931,2702,2393,2940,31,28,38,19,17,22,6.3,5.8,3.29,0.69,6329,36,6113,84,35,51,1420,921,1302,623,42,58
"""25003921400""","""Pittsfield, MA""",2,1792,877,4439.04,46,53,44,22,28,21,24,25,23,7.76,1.55,1.63,1,2,20044,17474,21967,2,2,3,11767,10135,12584,8868,7608,9403,2867,2501,3142,32,27,39,19,16,23,5.9,5.1,2.91,0.2,4806,31,5151,84,42,30,1349,929,1050,759,62,38
"""25003921500""","""Pittsfield, MA""",2,3064,1420,4477.5,47,55,45,22,28,21,25,27,24,8.56,3.06,1.72,2,2,21192,18819,22990,1,1,2,12397,10758,13202,9346,8049,9890,3032,2693,3289,19,17,24,11,10,14,4.5,4.6,1.96,0.32,4111,55,3840,83,54,29,1837,924,1130,571,63,37
"""25003922100""","""Pittsfield, MA""",4,2466,1252,493.32,46,53,44,23,29,22,23,24,22,7.49,19.37,1.57,1,2,18598,16292,20353,2,2,3,11249,9647,12052,8558,7290,9103,2660,2331,2911,30,25,37,18,15,22,6.6,4.9,6.23,2.54,5676,39,4106,83,6,240,701,974,1270,458,56,44
"""25003922200""","""Pittsfield, MA""",4,3777,1651,8206.36,51,60,49,26,33,25,25,27,25,8.97,12.41,1.74,2,2,21186,18726,23037,0,0,1,12480,10837,13278,9443,8154,9971,3031,2680,3295,7,3,11,4,2,7,3,4.5,1.41,0.2,4935,57,3953,83,61,20,2498,1101,1216,587,69,31
"""25003922300""","""Pittsfield, MA""",2,2076,903,5952.44,53,62,51,27,33,25,26,29,26,9.73,1.6,1.84,2,2,22300,19719,24230,1,0,1,13232,11529,14059,10035,8704,10582,3190,2822,3466,7,4,11,4,2,7,3.1,4.7,1.8,0.15,4139,67,3382,82,75,19,1782,1104,1214,701,79,21
"""25003923100""","""Pittsfield, MA""",3,3196,1406,17157.51,57,66,54,29,36,27,28,30,27,9.84,1.74,1.94,2,2,22891,20353,24794,0,0,1,13813,12076,14651,10531,9159,11094,3274,2912,3547,7,5,10,4,3,6,1.4,3.8,0.65,0.08,3223,78,3113,83,109,11,2581,1205,1273,409,83,17
"""25003924100""","""Pittsfield, MA""",3,2062,927,14551.69,68,81,65,41,52,38,27,29,26,8.97,0.81,1.87,2,2,22327,20016,24083,0,1,1,13360,11678,14166,10159,8806,10713,3194,2864,3445,7,8,8,4,5,5,2.3,3.4,0.35,0.06,3309,74,4310,84,50,26,1859,1723,2048,1149,68,32
"""25003925100""","""Pittsfield, MA""",7,6975,2690,28687.6,60,70,57,34,42,31,26,28,25,9.09,5.7,1.79,2,2,21556,19231,23320,0,0,1,12826,11147,13650,9736,8389,10304,3084,2752,3336,7,6,10,4,3,6,2.4,3.8,0.58,0.09,3696,67,5188,85,43,25,1831,1414,1472,908,67,33
