tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""25009212100""","""Boston-Cambridge-Newton, MA-NH""",4,9436,2633,8610.73,60,72,81,40,49,55,20,23,26,10.67,4.06,2.06,2,2,24469,21448,23932,0,0,0,15277,13840,14093,11775,10771,10670,3502,3069,3423,0,0,0,0,0,0,2.6,4.3,0.95,0.31,11090,70,17219,89,47,39,2026,2485,2636,1001,82,18
"""25009213100""","""Boston-Cambridge-Newton, MA-NH""",5,8138,2713,15076.86,73,89,100,51,64,72,22,24,28,11.66,2.32,2.21,2,2,25511,22498,25025,0,0,0,16277,14756,15082,12624,11536,11503,3651,3220,3580,3,0,0,2,0,0,0.6,4.7,0.27,0.18,8762,95,10420,87,71,25,2160,3219,3219,,98,2
"""25009214100""","""Boston-Cambridge-Newton, MA-NH""",4,6379,2282,7629.91,60,73,82,39,49,55,21,24,27,10.85,4.1,2.12,2,2,25015,22031,24514,0,0,0,15694,14184,14509,12112,11031,11002,3580,3153,3507,2,0,0,1,0,0,1.5,4.9,0.52,0.3,8978,87,11715,87,39,31,1955,2473,2567,133,93,7
"""25009215101""","""Boston-Cambridge-Newton, MA-NH""",3,4914,1645,5166.78,65,79,89,44,55,62,20,23,26,10.71,4.18,2.08,2,2,24765,21930,24245,1,0,1,15442,14002,14241,11882,10854,10760,3544,3138,3468,16,9,12,11,7,9,3.3,3.8,0.95,0.32,8424,81,10077,87,50,34,1787,2788,3224,463,79,21
"""25009215102""","""Boston-Cambridge-Newton, MA-NH""",4,3188,1083,3911.3,46,56,63,30,38,43,20,23,26,10.75,13.09,2.07,2,2,24223,21540,23687,2,1,1,15311,13832,14100,11811,10722,10681,3467,3083,3388,33,27,31,23,19,22,1.8,3.9,1.08,0.28,9018,93,11238,88,31,39,1862,1909,1994,411,81,19
"""25009216100""","""Boston-Cambridge-Newton, MA-NH""",3,5092,1372,4902.57,63,76,86,43,53,60,20,23,26,9.91,3.68,2.08,2,2,24206,21291,23728,2,2,2,15362,13843,14195,11854,10763,10764,3464,3047,3394,44,34,37,31,24,26,2.6,5.5,0.67,0.28,10730,79,14062,88,47,28,1939,2680,2913,179,89,11
"""25009217100""","""Boston-Cambridge-Newton, MA-NH""",3,7829,3062,2785.85,48,57,65,30,37,42,18,20,23,8.81,9.64,1.82,2,2,21432,18897,20944,5,4,4,13543,12066,12419,10379,9273,9329,3067,2704,2996,97,89,94,69,63,66,4.9,7.5,3.85,1.1,15657,59,23918,88,22,85,1240,1877,2217,843,63,37
"""25009217201""","""Boston-Cambridge-Newton, MA-NH""",3,4229,1760,688.6,48,58,65,30,38,42,18,20,23,8.65,26.22,1.81,2,2,21072,18452,20521,2,2,2,13374,11921,12230,10307,9240,9247,3016,2641,2935,51,41,48,36,29,34,6.4,7.3,2.89,2.56,22056,63,32904,90,12,145,834,1897,2232,1161,64,36
"""25009217202""","""Boston-Cambridge-Newton, MA-NH""",4,3424,1456,419.37,50,59,67,31,39,44,18,21,24,8.97,32.13,1.89,2,2,21570,18845,21035,4,3,4,13935,12403,12799,10768,9639,9716,3087,2697,3009,79,66,74,56,47,53,4.9,7.1,4.05,3.47,25446,78,32093,90,8,226,1056,1956,2129,1174,83,17
"""25009217300""","""Boston-Cambridge-Newton, MA-NH""",5,4565,1865,598.94,38,46,52,22,27,31,16,18,21,6.73,32.12,1.66,1,2,19035,16563,18515,6,5,6,12353,10924,11247,9505,8441,8474,2724,2370,2649,124,113,125,88,80,89,6.7,8,8.91,3.11,22686,38,32393,89,8,192,903,1382,1727,852,51,49
"""25009217400""","""Boston-Cambridge-Newton, MA-NH""",4,5560,2733,268.97,37,44,50,22,28,31,15,17,19,6.38,67.76,1.57,1,1,16980,14693,16454,7,7,8,11538,10131,10451,8952,7884,7930,2430,2103,2354,156,144,167,111,102,118,8.8,7.3,18.72,10.16,24946,18,29996,89,3,419,609,1389,1927,1049,36,64
"""25009217500""","""Boston-Cambridge-Newton, MA-NH""",6,6419,2683,627.08,46,55,62,29,36,41,17,18,21,7.64,37.6,1.7,2,2,19362,16881,18828,5,4,5,12595,11128,11479,9722,8620,8680,2771,2416,2693,102,93,105,73,66,75,6.5,7.9,6.08,4.28,21690,49,28950,89,4,317,676,1822,2550,869,58,42
"""25009217600""","""Boston-Cambridge-Newton, MA-NH""",5,8644,2554,4350.92,59,71,80,40,49,55,19,22,25,9.17,8.62,1.96,2,2,23202,20478,22708,3,2,3,14548,13047,13391,11170,10065,10089,3320,2931,3248,57,51,54,41,36,38,2.5,6.5,1.93,0.59,12067,76,16109,87,23,55,1752,2484,2864,790,78,22
"""25009218100""","""Boston-Cambridge-Newton, MA-NH""",5,5286,2063,5906.5,61,74,83,42,52,58,19,22,25,7.76,4.77,1.96,2,2,23431,20839,22928,3,2,2,14610,13184,13423,11201,10156,10091,3353,2982,3280,55,45,51,39,32,37,3.7,4.7,1.77,0.35,7524,71,8640,86,32,46,1539,2609,3103,1163,66,34
"""25009220101""","""Boston-Cambridge-Newton, MA-NH""",4,4048,1849,2408.76,49,58,66,30,37,42,19,21,24,8.3,15.13,1.92,2,2,22283,19717,21780,4,3,4,14240,12777,13062,10974,9890,9869,3189,2822,3116,77,65,78,55,46,55,3.9,2.9,1.52,0.77,6315,63,5275,85,19,115,1625,1868,2234,750,65,35
"""25009220102""","""Boston-Cambridge-Newton, MA-NH""",2,3063,1433,2065.83,47,56,63,27,34,38,19,22,25,8.33,6.63,1.98,2,2,23236,20541,22751,4,3,4,14699,13224,13524,11291,10215,10191,3325,2940,3254,82,69,79,58,49,56,4,3,1.79,0.69,6821,65,5599,85,25,73,1292,1722,1987,1108,71,29
"""25009221100""","""Boston-Cambridge-Newton, MA-NH""",3,4471,1834,3572.11,52,63,71,32,40,45,20,23,26,9.84,8.29,2.04,2,2,24106,21424,23624,1,0,1,15093,13571,13907,11623,10495,10510,3450,3066,3379,21,10,18,15,7,13,3.3,3.2,1.08,0.51,5569,82,5066,85,28,70,1619,2022,2322,873,79,21
"""25009221300""","""Boston-Cambridge-Newton, MA-NH""",4,4450,1994,2326.25,53,64,72,33,42,47,19,22,25,8.84,8.74,1.96,2,2,23392,20642,22879,1,1,1,14584,13079,13411,11214,10114,10120,3348,2954,3273,22,10,19,15,7,13,5.1,3,1.97,0.86,8006,62,9468,87,17,105,1394,2104,2456,1160,71,29
"""25009221400""","""Boston-Cambridge-Newton, MA-NH""",3,3292,1359,286.79,39,46,52,21,26,30,17,19,22,8.05,46.42,1.78,2,2,20272,17593,19735,3,3,4,13116,11652,11978,10144,9079,9077,2901,2518,2823,72,54,77,51,39,55,7.4,3,8.35,4.74,10834,29,12830,89,7,362,664,1331,1668,903,53,47
"""25009221500""","""Boston-Cambridge-Newton, MA-NH""",2,2850,1370,201.32,33,40,45,18,22,25,16,17,20,5.57,54.28,1.61,1,1,17313,14955,16739,6,5,7,11783,10441,10640,9175,8187,8101,2478,2140,2394,131,114,144,93,81,102,9.1,3.1,16.17,6.81,11050,11,12464,88,3,464,655,1121,1925,842,25,75
"""25009221600""","""Boston-Cambridge-Newton, MA-NH""",3,2619,982,241.03,36,42,48,19,24,26,17,19,22,7.86,34.67,1.74,2,2,19647,17055,19106,5,4,5,12825,11392,11683,9907,8860,8838,2812,2441,2733,106,91,112,75,65,79,8,3.2,7.66,4.07,10969,29,11780,88,4,364,799,1185,1486,879,50,50
"""25009221700""","""Boston-Cambridge-Newton, MA-NH""",2,2282,1073,223.02,39,46,52,22,27,30,17,19,22,7.28,39.48,1.76,2,2,19911,17345,19371,5,4,5,12999,11541,11857,10041,8966,8972,2849,2482,2771,108,92,114,76,66,81,7.8,3.2,9.11,4.81,11026,36,11792,88,4,387,668,1365,1677,1008,54,46
"""25009221800""","""Boston-Cambridge-Newton, MA-NH""",2,1804,641,398.79,51,62,70,31,39,44,20,22,26,9.49,18.96,2.02,2,2,23530,20744,23029,1,1,1,14951,13373,13778,11557,10386,10459,3367,2969,3294,27,18,25,19,13,18,3.4,3.4,2.39,1.61,9088,85,8591,87,9,175,1253,1978,2049,709,88,12
"""25009221901""","""Boston-Cambridge-Newton, MA-NH""",2,3537,1424,4225.87,49,58,66,29,36,40,20,22,26,9.86,7.43,2.02,2,2,23645,21014,23141,2,1,2,14972,13527,13777,11548,10490,10429,3384,3007,3310,40,30,37,28,21,26,2.3,3.1,1.28,0.34,6468,70,6741,86,57,38,2021,1808,2217,1074,67,33
"""25009221902""","""Boston-Cambridge-Newton, MA-NH""",2,4094,1626,5288.53,48,58,65,28,35,40,20,22,25,9.72,5.07,2,2,2,23501,20779,23007,3,2,2,14858,13384,13675,11443,10369,10336,3363,2974,3291,52,41,48,37,29,34,2.5,3.4,1.15,0.31,7257,67,7158,86,30,38,2203,1776,2031,1126,72,28
"""25009222100""","""Boston-Cambridge-Newton, MA-NH""",3,3608,1425,8942.01,57,69,77,37,46,51,20,23,26,7.31,2.43,2.04,2,2,24543,21717,24036,0,0,0,15169,13757,13980,11655,10649,10542,3512,3108,3438,1,0,0,1,0,0,3.2,3.3,0.54,0.16,6612,65,7820,86,71,18,2851,2309,2771,1141,72,28
"""25009223100""","""Boston-Cambridge-Newton, MA-NH""",2,4290,1719,11076.68,51,62,70,31,39,44,20,23,26,9.29,1.51,2.05,2,2,23976,21317,23488,1,1,1,15176,13736,13981,11725,10674,10604,3431,3051,3360,20,11,17,14,8,12,4.1,2.7,1.29,0.16,6841,70,8216,87,44,25,2670,1958,2402,1236,69,31
"""25009223200""","""Boston-Cambridge-Newton, MA-NH""",3,3706,1607,905.07,47,56,63,29,36,40,18,20,23,8.47,24.45,1.87,2,2,21421,18695,20907,4,3,4,13804,12351,12641,10660,9614,9570,3066,2675,2991,78,62,80,55,44,56,4.9,2,4.23,1.78,8060,42,10448,88,9,141,926,1795,2138,679,63,37
"""25009223300""","""Boston-Cambridge-Newton, MA-NH""",3,5620,2209,8568.03,56,68,77,36,45,50,21,24,27,10.58,2.8,2.12,2,2,24785,21777,24302,1,0,1,15647,14188,14469,12085,11062,10980,3547,3116,3476,15,9,13,11,6,9,2.6,2.5,1.07,0.26,7807,66,9279,88,80,24,1967,2244,2395,977,84,16
"""25009250100""","""Boston-Cambridge-Newton, MA-NH""",1,2542,1368,210.6,23,27,31,11,13,15,13,14,16,3.09,20.06,1.3,1,1,12601,10549,12029,17,16,18,9555,8404,8494,7400,6567,6404,1803,1510,1721,352,327,369,250,232,262,9.6,8.9,166.27,6.5,35516,0,39871,89,3,216,603,663,,663,1,99
"""25009250200""","""Boston-Cambridge-Newton, MA-NH""",4,5532,1745,360.46,38,46,52,23,29,32,16,17,20,6.36,42.75,1.59,1,1,17716,15093,17135,4,3,4,11702,10363,10588,9092,8143,8057,2535,2160,2451,75,60,80,53,42,57,8.5,8.5,8.89,4.84,29514,24,34042,89,3,506,453,1436,1877,1028,46,54
"""25009250300""","""Boston-Cambridge-Newton, MA-NH""",1,2251,651,123.86,34,40,45,19,24,27,14,16,18,7.27,38.23,1.45,1,1,15949,13490,15382,7,6,7,10715,9480,9613,8280,7414,7257,2282,1930,2200,152,135,155,108,96,110,9.3,8.8,10.87,5.26,33151,7,36842,89,5,258,656,1224,1938,1037,21,79
"""25009250400""","""Boston-Cambridge-Newton, MA-NH""",3,3759,1308,79.73,29,34,38,15,18,21,14,15,17,5.49,89.73,1.43,1,1,14698,12379,14120,8,7,9,10461,9209,9365,8191,7293,7161,2103,1772,2020,166,144,184,118,102,131,9.5,8.8,19.81,16.41,32093,2,36488,89,2,450,462,921,1178,799,16,84
"""25009250500""","""Boston-Cambridge-Newton, MA-NH""",3,4049,1120,74.27,36,43,49,22,28,31,14,16,18,6.98,112.14,1.46,1,1,15299,12968,14724,8,7,9,10717,9437,9627,8355,7426,7330,2189,1856,2106,173,155,191,123,110,135,9.4,8.9,16.63,15.08,32897,12,38418,89,2,664,431,1395,2464,1020,26,74
"""25009250600""","""Boston-Cambridge-Newton, MA-NH""",4,5647,1606,162.38,36,43,49,22,27,30,15,16,19,7.58,83.17,1.5,1,1,16182,13715,15624,8,7,8,11068,9750,9984,8592,7646,7576,2316,1963,2235,161,141,173,114,100,123,9,8.9,12.18,9.89,31823,17,38006,89,3,434,492,1351,1747,1122,35,65
"""25009250700""","""Boston-Cambridge-Newton, MA-NH""",3,5359,1480,155.38,34,40,45,20,24,27,14,16,18,7.14,73.43,1.45,1,1,15433,13091,14854,9,8,10,10680,9426,9588,8281,7381,7260,2209,1873,2125,190,172,203,135,122,144,9.2,8.9,10.96,9.53,32675,14,39757,89,4,412,663,1228,1450,1091,24,76
"""25009250800""","""Boston-Cambridge-Newton, MA-NH""",5,7404,2381,511.66,35,41,47,20,25,28,15,17,19,5.01,26.38,1.54,1,1,17226,14664,16661,6,5,7,11365,10061,10260,8768,7848,7741,2465,2099,2383,132,114,136,93,81,96,8.8,8.6,7.13,4.65,29067,20,36462,89,5,290,795,1240,867,1121,37,63
"""25009250900""","""Boston-Cambridge-Newton, MA-NH""",2,2370,774,38.5,26,31,35,13,16,18,14,15,17,5.54,113.47,1.38,1,1,14349,12044,13763,12,10,12,10189,8975,9096,7893,7035,6870,2053,1724,1969,242,216,257,172,153,183,9.5,8.8,29.12,20.1,33576,2,39435,89,3,465,537,799,1892,692,12,88
"""25009251000""","""Boston-Cambridge-Newton, MA-NH""",1,1630,532,80.5,30,36,40,17,21,23,14,15,17,5.91,39.06,1.4,1,1,14077,11881,13515,13,12,14,10246,9016,9187,7968,7072,6972,2015,1700,1933,263,244,281,187,173,199,9.4,8.9,12.63,6.61,34703,11,40378,89,3,342,527,1041,1823,856,19,81
"""25009251100""","""Boston-Cambridge-Newton, MA-NH""",3,3030,1283,87.37,22,26,29,9,11,12,13,15,17,1.92,28.67,1.37,1,1,13590,11427,13012,13,12,14,10059,8849,8984,7842,6968,6830,1945,1635,1861,273,246,292,193,175,207,9.5,8.9,20.56,14.68,34411,4,39217,89,3,454,543,555,,555,9,91
"""25009251200""","""Boston-Cambridge-Newton, MA-NH""",1,1417,603,52.68,25,30,34,12,15,17,13,14,16,4.05,46.41,1.35,1,1,13134,10997,12565,14,13,15,9869,8673,8808,7698,6833,6700,1880,1574,1797,291,266,311,206,189,221,9.6,8.9,19.41,11.45,35047,2,39296,89,3,377,496,771,1661,704,7,93
"""25009251300""","""Boston-Cambridge-Newton, MA-NH""",3,3192,1126,143.68,27,31,35,13,16,18,14,15,17,5.77,48.02,1.42,1,1,15259,12899,14677,9,8,10,10497,9282,9394,8118,7261,7093,2184,1846,2099,195,175,202,138,124,143,9.3,8.7,13.46,7.84,33174,7,38415,89,5,405,681,800,837,748,15,85
"""25009251400""","""Boston-Cambridge-Newton, MA-NH""",4,5225,1534,195.09,34,40,45,19,23,26,15,17,19,7.51,69.46,1.56,1,1,16911,14559,16313,5,5,6,11413,10131,10286,8884,7953,7834,2420,2084,2334,109,94,118,77,67,84,8.8,8.6,9.81,7.86,30095,26,37499,89,3,423,540,1164,1424,1002,30,70
"""25009251500""","""Boston-Cambridge-Newton, MA-NH""",5,5902,2212,388.37,30,36,41,16,20,23,14,16,18,6.04,38.37,1.48,1,1,15901,13622,15310,7,6,7,10839,9596,9721,8425,7520,7383,2276,1949,2190,139,126,148,98,89,105,9.2,8.5,12.6,5.7,29190,14,37157,89,4,282,743,1012,699,963,18,82
"""25009251600""","""Boston-Cambridge-Newton, MA-NH""",4,6241,1914,358.67,35,41,47,20,25,28,14,16,18,6.81,68.36,1.47,1,1,15627,13337,15056,10,9,10,10825,9547,9731,8386,7454,7365,2236,1909,2154,202,184,212,143,131,151,9,8.7,11.99,5.34,31107,17,38936,89,4,212,702,1279,1899,1121,24,76
"""25009251700""","""Boston-Cambridge-Newton, MA-NH""",4,5661,1862,618.44,35,42,48,20,26,29,15,17,19,7.13,47.52,1.53,1,1,16850,14419,16286,8,7,8,11301,10001,10198,8726,7791,7699,2411,2063,2330,164,146,170,116,104,121,8.3,8.4,6.17,3.01,27604,21,36069,89,6,160,892,1284,1449,1190,31,69
"""25009251800""","""Boston-Cambridge-Newton, MA-NH""",4,7593,2995,790.84,40,48,54,23,29,33,17,19,22,8.03,37.79,1.72,2,2,19538,16896,19005,4,4,5,12717,11271,11607,9829,8776,8794,2796,2418,2719,92,77,94,65,55,67,6.8,8.2,4.99,3.79,25130,48,32195,89,7,214,842,1465,1711,1044,62,38
"""25009252101""","""Boston-Cambridge-Newton, MA-NH""",3,3593,1449,447.43,40,47,53,22,28,31,17,19,22,7.94,26.2,1.74,2,2,19948,17236,19404,4,3,4,12874,11454,11751,9930,8917,8884,2855,2467,2776,89,70,91,63,50,64,7,7.9,11.39,3.24,22240,50,28841,89,7,253,803,1410,1666,835,63,37
"""25009252102""","""Boston-Cambridge-Newton, MA-NH""",3,4091,1458,2511.19,54,64,73,33,42,47,20,23,26,10.79,6.37,2.06,2,2,24563,21549,24050,0,0,0,15255,13748,14081,11736,10664,10640,3515,3084,3440,3,0,0,2,0,0,2.4,6.4,1.34,0.58,11193,86,15856,87,28,88,1214,2094,2156,639,94,6
"""25009252201""","""Boston-Cambridge-Newton, MA-NH""",2,3250,1201,1023.69,41,49,55,22,28,31,19,21,24,9.39,12.48,1.89,2,2,22345,19586,21799,2,1,1,14035,12610,12870,10802,9785,9722,3198,2803,3118,35,22,30,25,15,21,4.9,7,1.93,1.17,18374,68,20291,88,23,98,1158,1408,1705,763,70,30
"""25009252202""","""Boston-Cambridge-Newton, MA-NH""",2,3120,1053,1681.76,50,61,68,30,37,42,21,23,27,11.52,8.61,2.1,2,2,25059,22097,24548,0,0,0,15582,14062,14396,11993,10900,10884,3586,3162,3512,2,0,0,2,0,0,1.3,5.8,1.04,0.63,10742,97,12756,87,27,52,1425,1871,1871,,96,4
"""25009252300""","""Boston-Cambridge-Newton, MA-NH""",6,7015,2654,1176.47,38,45,51,22,27,31,16,18,21,7.81,28.54,1.66,1,2,18883,16229,18335,4,3,4,12253,10895,11129,9464,8502,8418,2702,2323,2623,86,70,88,61,50,62,7.1,7.7,4.76,2.26,22992,30,25189,88,7,187,920,1379,1447,1055,47,53
"""25009252400""","""Boston-Cambridge-Newton, MA-NH""",3,4332,1313,217.65,34,40,45,18,23,26,15,17,19,7.52,51.69,1.56,1,1,17235,14750,16670,5,5,6,11499,10186,10387,8922,7981,7885,2466,2111,2385,111,95,117,79,67,83,8.8,8.5,9.8,6.03,28784,22,31514,89,5,279,665,1153,642,1036,35,65
"""25009252501""","""Boston-Cambridge-Newton, MA-NH""",3,3964,1391,334.93,43,52,59,27,33,37,17,19,22,8.65,37.8,1.74,2,2,19375,16718,18831,5,4,5,12776,11324,11664,9908,8851,8871,2773,2392,2694,95,80,99,68,57,71,7,8.5,5.52,4.15,28051,56,32214,89,4,352,531,1666,1851,1244,69,31
"""25009252502""","""Boston-Cambridge-Newton, MA-NH""",4,4592,1667,1255.15,46,55,62,27,34,38,19,21,24,9.24,14,1.92,2,2,21746,18901,21238,3,2,2,14132,12597,13000,10967,9856,9913,3112,2705,3038,53,37,50,37,26,35,3.8,7.7,2.75,1.33,22017,77,25835,89,13,171,932,1715,1810,983,85,15
"""25009252601""","""Boston-Cambridge-Newton, MA-NH""",4,7392,2739,1291.32,45,54,62,27,34,38,18,20,23,9.49,20.98,1.86,2,2,21919,18948,21395,2,1,2,13781,12289,12648,10600,9552,9548,3137,2712,3060,44,26,39,31,19,28,5.1,7.2,4.84,2.12,19151,58,23096,88,10,183,999,1708,1779,823,80,20
"""25009252602""","""Boston-Cambridge-Newton, MA-NH""",4,4242,1438,3332.51,56,67,76,36,45,50,20,22,26,10.93,5.91,2.02,2,2,23433,20528,22911,2,1,1,14935,13493,13754,11549,10532,10447,3353,2938,3277,32,23,29,23,17,21,1.4,5.2,1.73,0.43,13273,74,15027,88,46,45,1745,2252,2357,407,78,22
"""25009252603""","""Boston-Cambridge-Newton, MA-NH""",1,3016,1088,967.82,47,57,64,28,35,39,19,22,25,10.4,11.69,1.96,2,2,22757,19849,22260,1,0,1,14489,12977,13350,11214,10135,10148,3257,2841,3184,19,1,17,13,1,12,3.9,5.7,6.03,1.12,14611,67,17240,88,28,92,1284,1770,1922,1102,81,19
"""25009253100""","""Boston-Cambridge-Newton, MA-NH""",5,5424,2406,653.95,43,51,58,27,33,37,16,18,21,7.51,30.03,1.68,2,2,19061,16350,18510,4,3,4,12395,10986,11277,9583,8578,8542,2728,2340,2648,85,68,87,60,49,62,6.7,7.9,5.09,3.68,23266,38,30788,89,4,321,616,1671,1771,1026,57,43
"""25009253201""","""Boston-Cambridge-Newton, MA-NH""",2,2851,1181,1526.07,45,54,61,28,35,39,17,19,22,8.4,7.98,1.77,2,2,20701,17855,20194,3,2,3,13135,11715,12022,10118,9122,9081,2962,2555,2889,54,38,52,38,27,37,6.7,7.1,4.35,0.77,18892,38,24572,89,22,68,1355,1754,2064,1275,63,37
"""25009253202""","""Boston-Cambridge-Newton, MA-NH""",4,6570,2445,1025.36,51,61,69,34,43,48,17,19,21,7.77,20,1.7,2,2,19586,16794,19065,4,3,4,12598,11191,11489,9704,8718,8669,2803,2403,2727,90,70,93,64,49,66,6.7,6.8,5.22,2.38,18792,29,25999,89,10,170,841,2139,2492,956,54,46
"""25009253203""","""Boston-Cambridge-Newton, MA-NH""",3,4333,1534,3485.5,71,86,97,51,64,71,20,23,26,10.47,5.41,2.06,2,2,24232,21241,23718,0,0,0,15223,13736,14052,11748,10695,10653,3468,3040,3393,7,1,5,5,1,4,2.9,5.7,0.54,0.44,12504,80,16571,88,39,54,1766,3194,3216,644,89,11
"""25009253204""","""Boston-Cambridge-Newton, MA-NH""",3,5728,1878,5834.98,67,81,91,46,58,64,21,24,27,11.42,3.82,2.13,2,2,25102,22040,24594,0,0,0,15756,14279,14573,12162,11125,11055,3592,3154,3518,2,0,0,1,0,0,1.6,5.4,0.66,0.32,10637,85,13913,88,62,26,1951,2894,2894,,93,7
"""25009253205""","""Boston-Cambridge-Newton, MA-NH""",2,4365,1386,4310.27,73,88,99,51,64,72,21,24,28,12.17,4.15,2.19,2,2,25640,22630,25132,0,0,0,16165,14693,14970,12496,11454,11375,3669,3239,3595,0,0,0,0,0,0,0.5,5.1,0.43,0.32,9970,95,11987,87,105,22,2687,3213,3213,,95,5
"""25009254100""","""Boston-Cambridge-Newton, MA-NH""",5,6207,2536,1682.14,57,68,77,39,49,54,18,20,23,8.41,13.29,1.82,2,2,21037,18193,20538,4,3,4,13514,12011,12402,10415,9336,9378,3011,2603,2938,88,72,86,62,51,61,5.6,7.4,4.59,1.51,19499,54,27222,89,13,133,986,2440,2568,418,75,25
"""25009254200""","""Boston-Cambridge-Newton, MA-NH""",3,5056,1858,781.78,55,66,75,38,47,53,17,19,22,7.56,20.42,1.75,2,2,20309,17703,19779,5,4,5,12984,11560,11852,9970,8935,8914,2906,2533,2829,107,92,109,76,65,77,6.9,6.5,5.49,2.38,15916,45,24560,89,9,164,835,2378,2798,601,56,44
"""25009254301""","""Boston-Cambridge-Newton, MA-NH""",2,4121,1277,2951.78,69,84,95,49,61,69,20,23,26,10.7,4.71,2.08,2,2,23661,20913,23163,2,1,2,15283,13722,14107,11855,10699,10756,3386,2993,3313,41,31,37,29,22,26,2.2,5.8,0.79,0.43,12688,94,19378,89,24,69,1321,3085,3246,911,89,11
"""25009254302""","""Boston-Cambridge-Newton, MA-NH""",3,4764,1605,4308.91,65,78,88,44,55,61,21,24,27,11.46,4.31,2.13,2,2,25042,21951,24532,0,0,0,15747,14243,14566,12163,11102,11057,3584,3141,3509,1,0,0,0,0,0,1.5,5.3,0.75,0.37,10848,87,15019,88,41,44,1688,2742,2742,,97,3
"""25009254401""","""Boston-Cambridge-Newton, MA-NH""",1,3304,1126,1627.79,59,71,80,40,50,56,19,21,25,10.41,7.2,1.96,2,2,22703,20041,22211,2,2,2,14476,12937,13335,11185,10037,10119,3249,2868,3177,42,32,39,30,23,28,3.8,6.8,1.07,0.69,15207,78,21591,88,25,77,1213,2499,2658,1922,78,22
"""25009254402""","""Boston-Cambridge-Newton, MA-NH""",4,7170,2491,6755.72,63,76,86,43,54,61,20,22,25,10.5,4.28,2.02,2,2,23577,20769,23082,0,0,0,14889,13371,13739,11506,10393,10428,3374,2972,3302,10,6,9,7,4,7,2.3,6.5,0.56,0.37,12652,78,22413,89,47,51,1593,2722,2865,387,82,18
"""25009254403""","""Boston-Cambridge-Newton, MA-NH""",2,3994,1281,1635.25,65,78,89,45,56,63,20,22,26,11.02,8.66,2.04,2,2,23709,20910,23241,3,2,2,15118,13514,13973,11671,10477,10600,3393,2992,3325,55,44,49,39,31,34,2.3,5.9,1.05,0.78,12439,86,18543,88,28,81,1482,2816,2938,742,92,8
"""25009260100""","""Boston-Cambridge-Newton, MA-NH""",3,5869,2330,219.25,30,36,40,16,20,23,14,16,18,5.55,61.92,1.46,1,1,15254,12960,14700,11,10,12,10737,9465,9640,8325,7403,7291,2183,1855,2103,228,207,246,162,147,174,9.4,7.2,22.09,10.63,21487,5,19466,88,3,581,448,1014,1393,905,21,79
"""25009260200""","""Boston-Cambridge-Newton, MA-NH""",2,3625,1588,181.93,33,39,44,18,23,26,15,17,19,5.92,50.65,1.52,1,1,16666,14247,16099,8,7,8,11233,9955,10109,8682,7770,7629,2385,2039,2303,167,146,176,118,104,125,9,7.1,17.04,8.73,20349,11,18589,88,4,415,556,1151,1597,1004,24,76
"""25009260301""","""Boston-Cambridge-Newton, MA-NH""",3,4403,1695,1362.78,45,54,61,27,34,38,18,20,24,9.08,15.73,1.87,2,2,21721,18947,21214,3,2,3,13852,12359,12707,10682,9601,9612,3108,2711,3035,62,46,60,44,33,43,4.7,6.5,2.85,1.24,14194,62,14358,87,8,157,740,1697,1874,1227,75,25
"""25009260302""","""Boston-Cambridge-Newton, MA-NH""",2,2783,1083,4930.1,53,63,72,32,40,45,21,23,27,10.33,2.28,2.11,2,2,24519,21604,24035,1,0,0,15571,14070,14390,12051,10977,10943,3509,3092,3438,11,1,9,8,1,6,2,4.7,0.69,0.22,8905,82,9846,87,46,32,1834,2014,2197,495,88,12
"""25009260401""","""Boston-Cambridge-Newton, MA-NH""",4,3767,1583,2454.54,46,54,62,27,33,37,19,21,24,8.82,11.66,1.92,2,2,22330,19183,21856,2,1,2,14186,12673,13059,10947,9907,9892,3196,2745,3126,44,21,40,31,15,28,3.2,4.9,2.45,0.64,12686,46,12856,88,19,76,966,1677,1765,438,83,17
"""25009260402""","""Boston-Cambridge-Newton, MA-NH""",3,6116,2435,4122.15,49,59,66,29,37,41,20,22,25,9.98,8.44,2,2,2,23426,20364,22950,1,0,1,14818,13290,13677,11441,10368,10374,3352,2914,3283,24,7,20,17,5,14,2.1,5.4,1.52,0.59,11934,64,13015,87,39,55,1732,1844,1909,616,88,12
