id,weight,lon,lat
2407,6,-71.0819377749256,42.373332553510366
2408,5,-71.1211926563144,42.39090316247266
2409,4,-71.094240490423,42.37376954093126
2410,26,-71.0736559574718,42.37092523494698
2412,46,-71.0640706105743,42.35216863908426
2414,12,-71.0749241721829,42.37116936232668
2417,14,-70.918875,42.52243499999988
2418,12,-70.908448,42.518535999999884
2424,2,-71.120433167288,42.390152317911756
2427,31,-71.0742314804336,42.37041062266778
2431,100,-70.893427,42.51808599999988
2435,100,-70.89287304421251,42.514835944437074
2441,3,-71.1056131160353,42.30869195177368
2443,100,-70.8842997317857,42.557579334126885
2446,26,-71.4508360025068,42.43246530132497
2447,29,-70.8836305834245,42.55764794616177
2468,17,-70.9791426967471,42.50916126749308
2471,4,-71.3074458505057,42.18899547849887
2480,35,-71.0988137886498,42.322976125545566
2482,63,-70.9424111189908,42.46235463084828
2496,17,-71.0807544117652,42.167960926626165
2499,28,-70.9459197634797,42.154778528344046
2509,7,-71.11389674965,42.16719612536466
2516,48,-70.9156397484006,42.24988952133847
2520,25,-71.13066,42.414917999999865
2541,35,-71.1771951280973,42.36492357033626
2548,5,-71.1025102198877,42.365424504170996
2551,12,-71.0919039692142,42.288327169057055
2552,6,-71.1107905104882,42.30451031211687
2553,1,-71.3488531058004,42.36520652743687
2557,35,-71.0738966370091,42.29991047632308
2558,114,-70.9785859081011,42.240373011168074
2562,185,-71.3788845370083,42.30544339609977
2563,4,-71.2758315000949,42.500457800324874
2565,14,-71.2490629461469,42.523810541797985
2566,5,-71.0568782614459,42.35782553711226
2568,35,-71.058352831485,42.359280683717174
2575,3,-71.1313608741183,42.386277007652176
2594,43,-71.040717708546,42.36477325831927
2597,4,-71.0316406650778,42.36722529423317
2603,49,-71.040930895291993,42.37365913245279
2609,26,-71.0416250796054,42.37286697198137
2617,3,-71.07881369401062,42.334392284641666
2618,50,-71.0810451350596,42.333425034241365
2621,4,-71.0865573126438,42.33638160922095
2622,32,-71.0877891587295,42.326753608449934
2625,245,-71.0750951795965,42.334191783133264
2626,8,-71.0829216569863,42.33868523166907
2633,6,-71.1497973023627,42.26861253785526
2637,20,-71.1228137090299,42.37932824463325
2652,4,-71.1318860322752,42.247941756238056
2653,6,-71.1205894583134,42.25165585651546
2667,66,-71.2072751935034,42.284590543283954
2677,60,-71.1548189849399,42.39952405295757
2689,6,-71.073204559094,42.337164481704676
2693,9,-71.029542687563,42.61472927478988
2696,23,-71.2081480481547,42.35018309779539
2698,244,-71.0590563402891,42.36542022028856
2699,5,-71.1274508353167,42.34542897123437
2700,1,-71.0552577158852,42.36350349049226
2701,14,-71.0659927534641,42.42427217073186
2713,5,-71.0974193344331,42.33200241411697
2715,15,-71.1014022791389,42.33370482261677
2720,47,-71.1005473301948,42.32655582174188
2728,50,-71.1980619626,42.19053758105508
2729,10,-71.1989856705118,42.189204900827384
2733,45,-71.1002765503983,42.36375907168307
2737,4,-71.3227350240619,42.19136973358107
2744,3,-71.1334032851409,42.354955270714065
2748,4,-71.1794301406704,42.36407967647846
2757,83,-71.14628241562822,42.34739091108678
2765,10,-71.1023073571258,42.36334702518367
2788,35,-71.2071077370738,42.35184093276609
2842,18,-70.7927179094947,42.15928461743636
2847,60,-71.18246324670712,42.15258676270526
2849,34,-71.1114656818112,42.38458454052208
2851,8,-71.2451407061491,42.345643384470165
2854,99,-71.085006,42.30943499999989
2856,30,-71.0955404697803,42.314674042079176
2857,44,-71.1485196107889,42.39920950489878
2858,7,-71.12189987271381,42.26264856088346
2859,15,-71.0564249308664,42.33159157348316
2862,51,-71.4174616203198,42.27532791569528
2863,80,-71.0676697575753,42.32055989188448
2864,72,-71.0412311594196,42.37262697084287
2865,30,-70.6606826729812,42.61340718704237
2866,16,-70.892515180934,42.51782951859847
2867,2,-71.1902406137699,42.37253126936637
2869,1,-71.106580418539,42.310480034646865
2875,17,-71.197058656458,42.36780888752407
2876,206,-71.2106424576447,42.36756512537637
2879,206,-71.212381765092,42.36779931166597
2881,95,-71.0601096065638,42.349942492840256
2882,212,-71.1506609519285,42.156878705509165
2883,146,-71.1569428960666,42.41749949146107
2884,176,-71.1616265202368,42.42435421631178
2894,10,-70.6787918317068,42.618697116555474
2896,5,-71.083372983742,42.35000767825196
2902,29,-71.0371184660851,42.36983561548436
2903,4,-71.087627,42.503462999999876
2904,39,-71.3694523638624,42.15078985661176
2910,5,-71.4671224179901,42.53960973556216
2912,73,-71.083870030582,42.27564648009396
2913,126,-71.5603933577015,42.29019219621769
2915,13,-71.0378868533979,42.33752461640577
2917,30,-71.4828928532827,42.02077652410125
2936,48,-71.4317383345257,42.22353409554058
2939,92,-71.1503709566833,42.25795325049328
2940,310,-71.4298890305521,42.36282312551147
2941,4,-70.6401813427833,42.62403715576177
2944,53,-71.1031541898439,42.34621475521127
2945,42,-71.0182278981306,42.40249003792697
2947,26,-71.42589800000002,42.275551999999855
2948,12,-70.7730955832879,42.57578559755658
2950,54,-71.538148627143,42.22015004790176
2955,55,-70.91039445298,42.51996086501498
2957,40,-71.4834638461062,42.25916035657056
2958,8,-71.4301305538454,42.16342057929266
2959,7,-71.2818503381864,42.52593408107116
2961,16,-71.4133688106493,42.27529964037326
2962,10,-70.8834424236049,42.54845620182495
2963,9,-71.18291824384981,42.42634984956068
2964,17,-71.13578976307372,42.294347133374764
2966,36,-71.0602706024599,42.309468643320066
2968,31,-71.5531567919507,42.21266838845535
2970,7,-71.0863949323305,42.381511985990265
2971,32,-71.4368855987945,42.20711892448747
2972,192,-71.2563014284078,42.14535117623657
2973,63,-71.424510232723,42.23290163347958
2974,94,-71.0563239842075,42.32779726834397
2978,539,-71.09371073057102,42.408431892114855
2979,36,-71.0396408866661,42.373449809542464
2981,17,-71.3780500039407,42.30035468435196
2984,28,-71.0981382650564,42.33178758515117
2985,55,-71.3121819154389,42.03964912886307
2989,40,-71.1186569427709,42.386211753458475
2990,447,-71.0437852500705,42.35037799224698
2991,183,-71.3788239405622,42.30471803197106
2993,1,-71.1004854718815,42.37321315187588
2997,58,-71.2020273280295,42.36745248712816
2998,35,-71.0652210000235,42.298910511774764
2999,52,-71.0878073144478,42.34454483280077
3000,12,-70.989183,42.242914999999876
3001,3,-71.0320810000234,42.37914628764226
3002,11,-71.0884756291132,42.382536862182995
3004,76,-71.0852719433257,42.334689289772975
3005,88,-71.0969185336752,42.36790790181027
3008,169,-71.0520438466187,42.33104619709978
3011,130,-71.0578681996556,42.34234916118216
3012,59,-71.0861515128259,42.37091471458746
3020,124,-71.0006974654866,42.24932499951068
3022,298,-71.1103387448165,42.469969044738875
3023,56,-70.894548875684,42.518370206346184
3024,400,-71.0886792064252,42.45161618450277
3025,259,-70.9474278367396,42.46288103275586
3026,134,-71.081620610695,42.33297022538315
3027,16,-71.0526470178983,42.340220279632675
3037,30,-71.0689683547158,42.339006665161484
3043,51,-70.9892262676126,42.41888506947428
3051,32,-71.5204737803107,42.53181856391076
3056,36,-71.0512059000803,42.319578624145976
3061,44,-71.0993685514054,42.32193718614746
3062,13,-70.9059515051983,42.52246231808336
3063,192,-71.2227749049637,42.10273634311628
